game_id,player_count,seat,character,score,is_winner,total_steps
6065,3,2,rakus,9,1,57
6066,3,0,kompor,5,0.5,56
6066,3,1,rakus,0,0,56
6066,3,2,perisai,5,0.5,56
6067,3,0,kompor,5,0,61
6067,3,1,pendingin,10,0,61
6067,3,2,rakus,66,1,61
6068,3,0,hemat,0,0,79
6068,3,1,perisai,5,1,79
6068,3,2,pendingin,0,0,79
6069,3,0,pendingin,5,0,66
6069,3,1,hemat,3,0,66
6069,3,2,rakus,35,1,66
6070,3,0,pendingin,0,0,62
6070,3,1,rakus,15,0,62
6070,3,2,baja,18,1,62
6071,3,0,baja,0,0,87
6071,3,1,rakus,0,0,87
6071,3,2,hemat,113,1,87
6072,3,0,pendingin,10,0,64
6072,3,1,baja,42,0,64
6072,3,2,perisai,268,1,64
6073,3,0,pendingin,15,1,68
6073,3,1,rakus,0,0,68
6073,3,2,hemat,5,0,68
6074,3,0,rakus,89,1,68
6074,3,1,baja,17,0,68
6074,3,2,perisai,10,0,68
6075,3,0,perisai,0,0.3333333333333333,77
6075,3,1,kompor,0,0.3333333333333333,77
6075,3,2,baja,0,0.3333333333333333,77
6076,3,0,baja,1,0,66
6076,3,1,rakus,0,0,66
6076,3,2,kompor,284,1,66
6077,3,0,baja,10,1,68
6077,3,1,rakus,0,0,68
6077,3,2,hemat,5,0,68
6078,3,0,pendingin,1,0,66
6078,3,1,baja,12,0,66
6078,3,2,rakus,178,1,66
6079,3,0,baja,22,1,56
6079,3,1,rakus,0,0,56
6079,3,2,pendingin,0,0,56
6080,3,0,perisai,5,0,67
6080,3,1,hemat,5,0,67
6080,3,2,baja,11,1,67
6081,3,0,rakus,19,1,66
6081,3,1,kompor,0,0,66
6081,3,2,pendingin,5,0,66
6082,3,0,pendingin,0,0,65
6082,3,1,kompor,62,0,65
6082,3,2,rakus,145,1,65
6083,3,0,kompor,12,0,62
6083,3,1,rakus,5,0,62
6083,3,2,baja,26,1,62
6084,3,0,rakus,143,1,64
6084,3,1,baja,21,0,64
6084,3,2,kompor,5,0,64
6085,3,0,baja,0,0,69
6085,3,1,rakus,19,1,69
6085,3,2,kompor,10,0,69
6086,3,0,perisai,0,0,65
6086,3,1,pendingin,68,1,65
6086,3,2,kompor,0,0,65
6087,3,0,perisai,5,0,75
6087,3,1,hemat,10,0.5,75
6087,3,2,baja,10,0.5,75
6088,3,0,baja,14,1,61
6088,3,1,kompor,5,0,61
6088,3,2,perisai,5,0,61
6089,3,0,kompor,15,1,71
6089,3,1,perisai,5,0,71
6089,3,2,hemat,5,0,71
6090,3,0,rakus,46,1,61
6090,3,1,kompor,10,0,61
6090,3,2,baja,9,0,61
6091,3,0,pendingin,8,1,61
6091,3,1,kompor,5,0,61
6091,3,2,rakus,0,0,61
6092,3,0,kompor,37,1,68
6092,3,1,pendingin,5,0,68
6092,3,2,hemat,0,0,68
6093,3,0,hemat,0,0,61
6093,3,1,pendingin,0,0,61
6093,3,2,baja,5,1,61
6094,3,0,baja,24,1,64
6094,3,1,hemat,9,0,64
6094,3,2,kompor,9,0,64
6095,3,0,perisai,0,0,64
6095,3,1,rakus,91,1,64
6095,3,2,baja,0,0,64
6096,3,0,baja,3,0,63
6096,3,1,perisai,4,1,63
6096,3,2,pendingin,0,0,63
6097,3,0,pendingin,10,0.5,72
6097,3,1,perisai,0,0,72
6097,3,2,baja,10,0.5,72
6098,3,0,kompor,18,0,65
6098,3,1,rakus,5,0,65
6098,3,2,perisai,85,1,65
6099,3,0,pendingin,0,0,70
6099,3,1,kompor,0,0,70
6099,3,2,baja,8,1,70
6100,3,0,perisai,10,0,77
6100,3,1,hemat,20,1,77
6100,3,2,rakus,5,0,77
6101,3,0,perisai,5,0,63
6101,3,1,kompor,41,1,63
6101,3,2,rakus,5,0,63
6102,3,0,hemat,8,1,69
6102,3,1,baja,2,0,69
6102,3,2,perisai,5,0,69
6103,3,0,pendingin,0,0,65
6103,3,1,kompor,5,1,65
6103,3,2,hemat,0,0,65
6104,3,0,hemat,5,0,68
6104,3,1,kompor,15,1,68
6104,3,2,pendingin,9,0,68
6105,3,0,pendingin,0,0,57
6105,3,1,kompor,0,0,57
6105,3,2,hemat,5,1,57
6106,3,0,pendingin,0,0,71
6106,3,1,baja,29,1,71
6106,3,2,perisai,5,0,71
6107,3,0,hemat,0,0.3333333333333333,66
6107,3,1,kompor,0,0.3333333333333333,66
6107,3,2,pendingin,0,0.3333333333333333,66
6108,3,0,baja,17,0,70
6108,3,1,rakus,5,0,70
6108,3,2,pendingin,19,1,70
6109,3,0,kompor,5,0,57
6109,3,1,rakus,59,1,57
6109,3,2,pendingin,8,0,57
6110,3,0,kompor,0,0,76
6110,3,1,hemat,65,1,76
6110,3,2,perisai,0,0,76
6111,3,0,rakus,73,1,69
6111,3,1,perisai,5,0,69
6111,3,2,baja,4,0,69
6112,3,0,baja,0,0,84
6112,3,1,kompor,0,0,84
6112,3,2,hemat,2,1,84
6113,3,0,rakus,44,1,76
6113,3,1,hemat,0,0,76
6113,3,2,baja,15,0,76
6114,3,0,kompor,10,1,58
6114,3,1,baja,8,0,58
6114,3,2,rakus,0,0,58
6115,3,0,kompor,0,0,75
6115,3,1,baja,36,1,75
6115,3,2,pendingin,12,0,75
6116,3,0,baja,1,0,61
6116,3,1,pendingin,4,1,61
6116,3,2,perisai,0,0,61
6117,3,0,perisai,0,0,83
6117,3,1,rakus,4,0,83
6117,3,2,hemat,16,1,83
6118,3,0,rakus,10,0,66
6118,3,1,kompor,10,0,66
6118,3,2,perisai,12,1,66
6119,3,0,hemat,15,1,66
6119,3,1,pendingin,0,0,66
6119,3,2,rakus,10,0,66
6120,3,0,hemat,2,0,68
6120,3,1,kompor,5,1,68
6120,3,2,pendingin,0,0,68
6121,3,0,baja,22,1,72
6121,3,1,rakus,0,0,72
6121,3,2,hemat,14,0,72
6122,3,0,perisai,0,0,71
6122,3,1,hemat,5,0,71
6122,3,2,baja,13,1,71
6123,3,0,kompor,0,0,71
6123,3,1,hemat,14,1,71
6123,3,2,perisai,0,0,71
6124,3,0,rakus,0,0,60
6124,3,1,baja,0,0,60
6124,3,2,kompor,5,1,60
6125,3,0,pendingin,5,0,70
6125,3,1,hemat,9,1,70
6125,3,2,perisai,0,0,70
6126,3,0,baja,10,0,81
6126,3,1,pendingin,15,1,81
6126,3,2,hemat,0,0,81
6127,3,0,rakus,5,0,71
6127,3,1,perisai,5,0,71
6127,3,2,kompor,12,1,71
6128,3,0,rakus,10,0,61
6128,3,1,kompor,10,0,61
6128,3,2,baja,37,1,61
6129,3,0,baja,5,1,62
6129,3,1,pendingin,0,0,62
6129,3,2,kompor,0,0,62
6130,3,0,perisai,24,1,62
6130,3,1,pendingin,0,0,62
6130,3,2,kompor,5,0,62
6131,3,0,hemat,5,0,66
6131,3,1,pendingin,0,0,66
6131,3,2,kompor,9,1,66
6132,3,0,baja,19,0,60
6132,3,1,rakus,22,1,60
6132,3,2,kompor,0,0,60
6133,3,0,rakus,5,0,59
6133,3,1,perisai,5,0,59
6133,3,2,pendingin,9,1,59
6134,3,0,baja,44,1,63
6134,3,1,kompor,12,0,63
6134,3,2,rakus,3,0,63
6135,3,0,pendingin,12,0,70
6135,3,1,baja,35,1,70
6135,3,2,rakus,5,0,70
6136,3,0,pendingin,23,1,67
6136,3,1,kompor,5,0,67
6136,3,2,rakus,0,0,67
6137,3,0,rakus,0,0,58
6137,3,1,perisai,13,1,58
6137,3,2,baja,0,0,58
6138,3,0,rakus,0,0.3333333333333333,58
6138,3,1,perisai,0,0.3333333333333333,58
6138,3,2,pendingin,0,0.3333333333333333,58
6139,3,0,baja,15,0,66
6139,3,1,perisai,0,0,66
6139,3,2,kompor,94,1,66
6140,3,0,kompor,5,0,68
6140,3,1,rakus,15,1,68
6140,3,2,baja,6,0,68
6141,3,0,perisai,30,0,79
6141,3,1,kompor,10,0,79
6141,3,2,hemat,169,1,79
6142,3,0,perisai,0,0,50
6142,3,1,pendingin,0,0,50
6142,3,2,rakus,5,1,50
6143,3,0,baja,21,1,62
6143,3,1,hemat,14,0,62
6143,3,2,kompor,10,0,62
6144,3,0,hemat,5,0.5,59
6144,3,1,kompor,0,0,59
6144,3,2,pendingin,5,0.5,59
6145,3,0,baja,10,1,64
6145,3,1,rakus,0,0,64
6145,3,2,pendingin,8,0,64
6146,3,0,pendingin,5,0,77
6146,3,1,hemat,9,0,77
6146,3,2,baja,24,1,77
6147,3,0,rakus,75,1,61
6147,3,1,baja,0,0,61
6147,3,2,pendingin,0,0,61
6148,3,0,hemat,0,0,71
6148,3,1,pendingin,0,0,71
6148,3,2,rakus,156,1,71
6149,3,0,pendingin,0,0,76
6149,3,1,hemat,10,0,76
6149,3,2,baja,31,1,76
6150,3,0,pendingin,0,0,68
6150,3,1,hemat,5,0,68
6150,3,2,kompor,10,1,68
6151,3,0,rakus,2,0,58
6151,3,1,baja,22,1,58
6151,3,2,pendingin,15,0,58
6152,3,0,pendingin,5,0,69
6152,3,1,perisai,0,0,69
6152,3,2,hemat,8,1,69
6153,3,0,pendingin,49,1,75
6153,3,1,baja,5,0,75
6153,3,2,kompor,5,0,75
6154,3,0,baja,10,1,59
6154,3,1,rakus,5,0,59
6154,3,2,perisai,5,0,59
6155,3,0,hemat,5,0,70
6155,3,1,pendingin,4,0,70
6155,3,2,perisai,115,1,70
6156,3,0,perisai,0,0,66
6156,3,1,hemat,13,1,66
6156,3,2,kompor,5,0,66
6157,3,0,rakus,10,0,58
6157,3,1,perisai,0,0,58
6157,3,2,baja,14,1,58
6158,3,0,kompor,0,0,69
6158,3,1,rakus,1,0,69
6158,3,2,pendingin,5,1,69
6159,3,0,rakus,185,1,69
6159,3,1,perisai,5,0,69
6159,3,2,kompor,10,0,69
6160,3,0,hemat,19,0,68
6160,3,1,baja,20,1,68
6160,3,2,rakus,10,0,68
6161,3,0,baja,0,0,72
6161,3,1,hemat,15,1,72
6161,3,2,rakus,0,0,72
6162,3,0,pendingin,78,1,74
6162,3,1,kompor,0,0,74
6162,3,2,baja,12,0,74
6163,3,0,pendingin,0,0.3333333333333333,72
6163,3,1,rakus,0,0.3333333333333333,72
6163,3,2,hemat,0,0.3333333333333333,72
6164,3,0,kompor,5,0,68
6164,3,1,pendingin,15,0,68
6164,3,2,rakus,81,1,68
6165,3,0,perisai,5,1,68
6165,3,1,kompor,2,0,68
6165,3,2,baja,0,0,68
6166,3,0,hemat,8,1,64
6166,3,1,rakus,0,0,64
6166,3,2,perisai,5,0,64
6167,3,0,pendingin,0,0,56
6167,3,1,perisai,5,0,56
6167,3,2,kompor,213,1,56
6168,3,0,rakus,0,0,62
6168,3,1,pendingin,2,0,62
6168,3,2,baja,20,1,62
6169,3,0,kompor,2,0,74
6169,3,1,perisai,10,0.5,74
6169,3,2,hemat,10,0.5,74
6170,3,0,pendingin,0,0,64
6170,3,1,rakus,5,0,64
6170,3,2,baja,11,1,64
6171,3,0,baja,16,1,75
6171,3,1,pendingin,0,0,75
6171,3,2,hemat,0,0,75
6172,3,0,perisai,38,1,73
6172,3,1,baja,0,0,73
6172,3,2,hemat,4,0,73
6173,3,0,perisai,5,0,75
6173,3,1,hemat,10,1,75
6173,3,2,rakus,0,0,75
6174,3,0,hemat,79,1,75
6174,3,1,baja,0,0,75
6174,3,2,pendingin,0,0,75
6175,3,0,rakus,64,1,74
6175,3,1,kompor,0,0,74
6175,3,2,hemat,0,0,74
6176,3,0,perisai,0,0,68
6176,3,1,hemat,10,1,68
6176,3,2,pendingin,0,0,68
6177,3,0,baja,0,0,65
6177,3,1,kompor,5,0,65
6177,3,2,pendingin,18,1,65
6178,3,0,kompor,0,0,55
6178,3,1,rakus,15,1,55
6178,3,2,pendingin,0,0,55
6179,3,0,kompor,0,0,77
6179,3,1,hemat,15,1,77
6179,3,2,perisai,0,0,77
6180,3,0,kompor,267,1,64
6180,3,1,pendingin,5,0,64
6180,3,2,rakus,0,0,64
6181,3,0,rakus,86,1,62
6181,3,1,baja,16,0,62
6181,3,2,kompor,5,0,62
6182,3,0,rakus,0,0,72
6182,3,1,baja,11,1,72
6182,3,2,pendingin,5,0,72
6183,3,0,rakus,48,1,78
6183,3,1,baja,11,0,78
6183,3,2,hemat,5,0,78
6184,3,0,hemat,3,0,72
6184,3,1,baja,15,1,72
6184,3,2,rakus,0,0,72
6185,3,0,kompor,0,0,69
6185,3,1,perisai,0,0,69
6185,3,2,baja,5,1,69
6186,3,0,kompor,0,0,66
6186,3,1,baja,16,1,66
6186,3,2,pendingin,4,0,66
6187,3,0,hemat,5,0.5,60
6187,3,1,kompor,5,0.5,60
6187,3,2,pendingin,0,0,60
6188,3,0,pendingin,9,0,51
6188,3,1,kompor,10,0,51
6188,3,2,rakus,19,1,51
6189,3,0,pendingin,0,0,69
6189,3,1,kompor,50,1,69
6189,3,2,baja,17,0,69
6190,3,0,kompor,15,0.5,54
6190,3,1,rakus,10,0,54
6190,3,2,perisai,15,0.5,54
6191,3,0,rakus,5,0,68
6191,3,1,pendingin,18,0,68
6191,3,2,kompor,49,1,68
6192,3,0,hemat,0,0.3333333333333333,70
6192,3,1,kompor,0,0.3333333333333333,70
6192,3,2,pendingin,0,0.3333333333333333,70
6193,3,0,perisai,15,1,72
6193,3,1,hemat,5,0,72
6193,3,2,rakus,10,0,72
6194,3,0,hemat,5,0,64
6194,3,1,perisai,0,0,64
6194,3,2,pendingin,15,1,64
6195,3,0,rakus,0,0,49
6195,3,1,perisai,4,1,49
6195,3,2,pendingin,0,0,49
6196,3,0,baja,17,0,66
6196,3,1,kompor,131,1,66
6196,3,2,perisai,0,0,66
6197,3,0,rakus,5,0,61
6197,3,1,baja,10,0,61
6197,3,2,perisai,15,1,61
6198,3,0,pendingin,5,0,66
6198,3,1,perisai,5,0,66
6198,3,2,baja,8,1,66
6199,3,0,baja,5,0.5,79
6199,3,1,hemat,5,0.5,79
6199,3,2,kompor,0,0,79
6200,3,0,kompor,156,1,62
6200,3,1,baja,0,0,62
6200,3,2,pendingin,4,0,62
6201,3,0,perisai,0,0,66
6201,3,1,rakus,137,1,66
6201,3,2,kompor,24,0,66
6202,3,0,pendingin,8,0,54
6202,3,1,kompor,25,1,54
6202,3,2,rakus,0,0,54
6203,3,0,pendingin,5,0,63
6203,3,1,baja,17,1,63
6203,3,2,perisai,5,0,63
6204,3,0,hemat,5,0.3333333333333333,73
6204,3,1,pendingin,5,0.3333333333333333,73
6204,3,2,perisai,5,0.3333333333333333,73
6205,3,0,rakus,15,1,60
6205,3,1,kompor,0,0,60
6205,3,2,perisai,5,0,60
6206,3,0,pendingin,0,0,66
6206,3,1,kompor,5,1,66
6206,3,2,hemat,2,0,66
6207,3,0,baja,24,1,82
6207,3,1,hemat,15,0,82
6207,3,2,kompor,0,0,82
6208,3,0,pendingin,5,0.5,70
6208,3,1,rakus,0,0,70
6208,3,2,baja,5,0.5,70
6209,3,0,hemat,10,1,76
6209,3,1,baja,1,0,76
6209,3,2,kompor,0,0,76
6210,3,0,baja,12,1,71
6210,3,1,hemat,5,0,71
6210,3,2,kompor,0,0,71
6211,3,0,baja,45,0,82
6211,3,1,rakus,0,0,82
6211,3,2,hemat,82,1,82
6212,3,0,rakus,72,1,69
6212,3,1,pendingin,4,0,69
6212,3,2,kompor,5,0,69
6213,3,0,perisai,0,0,58
6213,3,1,pendingin,0,0,58
6213,3,2,kompor,15,1,58
6214,3,0,hemat,15,1,66
6214,3,1,kompor,5,0,66
6214,3,2,perisai,0,0,66
6215,3,0,baja,10,1,71
6215,3,1,rakus,0,0,71
6215,3,2,hemat,5,0,71
6216,3,0,baja,14,1,74
6216,3,1,kompor,0,0,74
6216,3,2,hemat,0,0,74
6217,3,0,pendingin,8,0,62
6217,3,1,baja,29,1,62
6217,3,2,rakus,15,0,62
6218,3,0,kompor,0,0,76
6218,3,1,hemat,14,1,76
6218,3,2,pendingin,0,0,76
6219,3,0,perisai,0,0,73
6219,3,1,hemat,10,1,73
6219,3,2,pendingin,5,0,73
6220,3,0,hemat,5,0,73
6220,3,1,baja,22,1,73
6220,3,2,rakus,5,0,73
6221,3,0,hemat,10,0,81
6221,3,1,baja,19,1,81
6221,3,2,kompor,10,0,81
6222,3,0,hemat,12,0,79
6222,3,1,kompor,0,0,79
6222,3,2,baja,29,1,79
6223,3,0,hemat,1,1,78
6223,3,1,kompor,0,0,78
6223,3,2,pendingin,0,0,78
6224,3,0,rakus,12,0,56
6224,3,1,pendingin,29,1,56
6224,3,2,perisai,0,0,56
6225,3,0,baja,0,0,76
6225,3,1,hemat,52,1,76
6225,3,2,kompor,0,0,76
6226,3,0,rakus,0,0,60
6226,3,1,perisai,15,1,60
6226,3,2,hemat,0,0,60
6227,3,0,hemat,5,0,66
6227,3,1,kompor,105,1,66
6227,3,2,rakus,46,0,66
6228,3,0,pendingin,5,0,66
6228,3,1,hemat,0,0,66
6228,3,2,baja,14,1,66
6229,3,0,rakus,5,0.3333333333333333,63
6229,3,1,hemat,5,0.3333333333333333,63
6229,3,2,perisai,5,0.3333333333333333,63
6230,3,0,perisai,5,0,71
6230,3,1,pendingin,1,0,71
6230,3,2,baja,49,1,71
6231,3,0,perisai,4,0,53
6231,3,1,baja,23,1,53
6231,3,2,rakus,5,0,53
6232,3,0,pendingin,5,0,71
6232,3,1,baja,21,1,71
6232,3,2,kompor,17,0,71
6233,3,0,baja,5,0,67
6233,3,1,kompor,20,1,67
6233,3,2,rakus,5,0,67
6234,3,0,hemat,0,0,81
6234,3,1,rakus,12,0,81
6234,3,2,perisai,233,1,81
6235,3,0,baja,22,1,74
6235,3,1,hemat,5,0,74
6235,3,2,pendingin,0,0,74
6236,3,0,baja,5,0,62
6236,3,1,perisai,5,0,62
6236,3,2,rakus,10,1,62
6237,3,0,baja,8,1,59
6237,3,1,perisai,0,0,59
6237,3,2,pendingin,0,0,59
6238,3,0,rakus,5,1,66
6238,3,1,hemat,0,0,66
6238,3,2,perisai,0,0,66
6239,3,0,baja,8,0,67
6239,3,1,kompor,25,1,67
6239,3,2,pendingin,5,0,67
6240,3,0,perisai,0,0,67
6240,3,1,baja,0,0,67
6240,3,2,rakus,42,1,67
6241,3,0,pendingin,9,0,58
6241,3,1,rakus,10,0,58
6241,3,2,perisai,15,1,58
6242,3,0,rakus,10,0,57
6242,3,1,baja,11,1,57
6242,3,2,kompor,5,0,57
6243,3,0,hemat,5,0,69
6243,3,1,baja,8,1,69
6243,3,2,kompor,7,0,69
6244,3,0,baja,0,0,73
6244,3,1,perisai,14,0,73
6244,3,2,hemat,28,1,73
6245,3,0,baja,0,0,76
6245,3,1,hemat,12,1,76
6245,3,2,rakus,5,0,76
6246,3,0,baja,5,1,63
6246,3,1,pendingin,0,0,63
6246,3,2,rakus,0,0,63
6247,3,0,rakus,2,0,78
6247,3,1,kompor,124,1,78
6247,3,2,hemat,10,0,78
6248,3,0,baja,5,0,70
6248,3,1,rakus,55,1,70
6248,3,2,hemat,5,0,70
6249,3,0,rakus,0,0,64
6249,3,1,kompor,0,0,64
6249,3,2,pendingin,64,1,64
6250,3,0,hemat,0,0,69
6250,3,1,pendingin,0,0,69
6250,3,2,kompor,10,1,69
6251,3,0,pendingin,79,0,83
6251,3,1,kompor,88,1,83
6251,3,2,hemat,10,0,83
6252,3,0,perisai,0,0.3333333333333333,64
6252,3,1,pendingin,0,0.3333333333333333,64
6252,3,2,hemat,0,0.3333333333333333,64
6253,3,0,pendingin,0,0,83
6253,3,1,baja,13,1,83
6253,3,2,hemat,5,0,83
6254,3,0,rakus,0,0.3333333333333333,56
6254,3,1,kompor,0,0.3333333333333333,56
6254,3,2,hemat,0,0.3333333333333333,56
6255,3,0,rakus,5,0,66
6255,3,1,perisai,2,0,66
6255,3,2,kompor,169,1,66
6256,3,0,baja,19,1,63
6256,3,1,pendingin,0,0,63
6256,3,2,perisai,0,0,63
6257,3,0,perisai,15,1,64
6257,3,1,baja,0,0,64
6257,3,2,pendingin,0,0,64
6258,3,0,baja,4,0,69
6258,3,1,rakus,67,1,69
6258,3,2,pendingin,0,0,69
6259,3,0,rakus,5,0,79
6259,3,1,hemat,5,0,79
6259,3,2,baja,37,1,79
6260,3,0,perisai,5,0,68
6260,3,1,hemat,5,0,68
6260,3,2,kompor,14,1,68
6261,3,0,perisai,5,0,63
6261,3,1,kompor,0,0,63
6261,3,2,rakus,15,1,63
6262,3,0,baja,10,0.5,61
6262,3,1,hemat,0,0,61
6262,3,2,kompor,10,0.5,61
6263,3,0,hemat,4,0,63
6263,3,1,rakus,9,1,63
6263,3,2,pendingin,0,0,63
6264,3,0,rakus,4,1,66
6264,3,1,pendingin,0,0,66
6264,3,2,kompor,0,0,66
6265,3,0,rakus,18,1,62
6265,3,1,baja,6,0,62
6265,3,2,perisai,10,0,62
6266,3,0,perisai,10,0,65
6266,3,1,rakus,62,1,65
6266,3,2,kompor,5,0,65
6267,3,0,rakus,0,0,77
6267,3,1,perisai,0,0,77
6267,3,2,hemat,15,1,77
6268,3,0,kompor,0,0,63
6268,3,1,perisai,19,1,63
6268,3,2,baja,13,0,63
6269,3,0,hemat,5,0,70
6269,3,1,pendingin,0,0,70
6269,3,2,perisai,10,1,70
6270,3,0,rakus,0,0,58
6270,3,1,baja,15,0,58
6270,3,2,perisai,19,1,58
6271,3,0,hemat,5,1,66
6271,3,1,perisai,0,0,66
6271,3,2,kompor,0,0,66
6272,3,0,kompor,0,0,63
6272,3,1,perisai,0,0,63
6272,3,2,hemat,19,1,63
6273,3,0,pendingin,0,0,59
6273,3,1,rakus,43,1,59
6273,3,2,perisai,0,0,59
6274,3,0,baja,5,0,69
6274,3,1,rakus,5,0,69
6274,3,2,hemat,15,1,69
6275,3,0,kompor,15,0,70
6275,3,1,pendingin,11,0,70
6275,3,2,baja,21,1,70
6276,3,0,pendingin,5,0,52
6276,3,1,kompor,10,1,52
6276,3,2,rakus,0,0,52
6277,3,0,baja,15,0,77
6277,3,1,hemat,15,0,77
6277,3,2,rakus,91,1,77
6278,3,0,kompor,4,0,68
6278,3,1,rakus,81,1,68
6278,3,2,hemat,0,0,68
6279,3,0,perisai,5,0,63
6279,3,1,rakus,127,1,63
6279,3,2,pendingin,5,0,63
6280,3,0,perisai,0,0.3333333333333333,79
6280,3,1,hemat,0,0.3333333333333333,79
6280,3,2,pendingin,0,0.3333333333333333,79
6281,3,0,kompor,0,0,55
6281,3,1,rakus,0,0,55
6281,3,2,pendingin,3,1,55
6282,3,0,baja,20,1,66
6282,3,1,rakus,5,0,66
6282,3,2,pendingin,4,0,66
6283,3,0,hemat,62,0,79
6283,3,1,perisai,68,1,79
6283,3,2,kompor,5,0,79
6284,3,0,pendingin,9,0,62
6284,3,1,hemat,0,0,62
6284,3,2,baja,23,1,62
6285,3,0,pendingin,10,1,82
6285,3,1,rakus,0,0,82
6285,3,2,hemat,5,0,82
6286,3,0,rakus,51,1,65
6286,3,1,pendingin,5,0,65
6286,3,2,baja,0,0,65
6287,3,0,rakus,144,1,60
6287,3,1,kompor,5,0,60
6287,3,2,pendingin,5,0,60
6288,3,0,kompor,10,1,59
6288,3,1,perisai,0,0,59
6288,3,2,baja,9,0,59
6289,3,0,baja,2,0,73
6289,3,1,hemat,5,1,73
6289,3,2,pendingin,0,0,73
6290,3,0,perisai,5,0,66
6290,3,1,baja,13,1,66
6290,3,2,pendingin,0,0,66
6291,3,0,rakus,14,0,58
6291,3,1,pendingin,59,1,58
6291,3,2,perisai,0,0,58
6292,3,0,pendingin,0,0,58
6292,3,1,kompor,0,0,58
6292,3,2,hemat,9,1,58
6293,3,0,hemat,0,0,75
6293,3,1,rakus,0,0,75
6293,3,2,baja,5,1,75
6294,3,0,hemat,0,0,64
6294,3,1,pendingin,24,1,64
6294,3,2,rakus,0,0,64
6295,3,0,perisai,5,0.5,58
6295,3,1,kompor,0,0,58
6295,3,2,rakus,5,0.5,58
6296,3,0,rakus,47,1,67
6296,3,1,hemat,0,0,67
6296,3,2,baja,0,0,67
6297,3,0,rakus,105,1,71
6297,3,1,kompor,0,0,71
6297,3,2,perisai,83,0,71
6298,3,0,rakus,10,0,64
6298,3,1,baja,25,1,64
6298,3,2,pendingin,5,0,64
6299,3,0,baja,17,1,54
6299,3,1,kompor,0,0,54
6299,3,2,pendingin,0,0,54
6300,3,0,baja,0,0,74
6300,3,1,kompor,98,1,74
6300,3,2,pendingin,0,0,74
6301,3,0,pendingin,19,1,55
6301,3,1,kompor,0,0,55
6301,3,2,rakus,9,0,55
6302,3,0,hemat,0,0,69
6302,3,1,pendingin,8,1,69
6302,3,2,perisai,0,0,69
6303,3,0,perisai,5,0.5,69
6303,3,1,pendingin,5,0.5,69
6303,3,2,baja,0,0,69
6304,3,0,kompor,0,0,52
6304,3,1,pendingin,5,1,52
6304,3,2,rakus,2,0,52
6305,3,0,baja,0,0,69
6305,3,1,perisai,15,0,69
6305,3,2,rakus,73,1,69
6306,3,0,hemat,5,0,70
6306,3,1,baja,23,1,70
6306,3,2,pendingin,19,0,70
6307,3,0,hemat,22,0,83
6307,3,1,baja,0,0,83
6307,3,2,rakus,39,1,83
6308,3,0,pendingin,0,0,73
6308,3,1,baja,27,0,73
6308,3,2,perisai,193,1,73
6309,3,0,pendingin,5,0,74
6309,3,1,kompor,5,0,74
6309,3,2,baja,42,1,74
6310,3,0,baja,0,0.3333333333333333,61
6310,3,1,rakus,0,0.3333333333333333,61
6310,3,2,hemat,0,0.3333333333333333,61
6311,3,0,rakus,65,1,68
6311,3,1,kompor,12,0,68
6311,3,2,baja,16,0,68
6312,3,0,baja,0,0,70
6312,3,1,pendingin,15,1,70
6312,3,2,kompor,10,0,70
6313,3,0,kompor,0,0,59
6313,3,1,rakus,65,1,59
6313,3,2,pendingin,5,0,59
6314,3,0,hemat,0,0,60
6314,3,1,pendingin,12,0,60
6314,3,2,kompor,15,1,60
6315,3,0,pendingin,169,1,70
6315,3,1,hemat,19,0,70
6315,3,2,perisai,0,0,70
6316,3,0,kompor,0,0.3333333333333333,73
6316,3,1,rakus,0,0.3333333333333333,73
6316,3,2,hemat,0,0.3333333333333333,73
6317,3,0,hemat,1,0,75
6317,3,1,perisai,10,1,75
6317,3,2,rakus,5,0,75
6318,3,0,hemat,56,1,72
6318,3,1,perisai,0,0,72
6318,3,2,baja,15,0,72
6319,3,0,kompor,63,1,60
6319,3,1,pendingin,0,0,60
6319,3,2,perisai,10,0,60
6320,3,0,kompor,62,1,58
6320,3,1,baja,15,0,58
6320,3,2,rakus,0,0,58
6321,3,0,pendingin,99,1,59
6321,3,1,kompor,5,0,59
6321,3,2,rakus,0,0,59
6322,3,0,rakus,0,0,63
6322,3,1,baja,8,0,63
6322,3,2,kompor,30,1,63
6323,3,0,perisai,0,0.3333333333333333,66
6323,3,1,kompor,0,0.3333333333333333,66
6323,3,2,pendingin,0,0.3333333333333333,66
6324,3,0,pendingin,305,1,74
6324,3,1,rakus,10,0,74
6324,3,2,perisai,66,0,74
6325,3,0,kompor,5,0.5,73
6325,3,1,pendingin,5,0.5,73
6325,3,2,perisai,0,0,73
6326,3,0,rakus,0,0,56
6326,3,1,kompor,0,0,56
6326,3,2,baja,13,1,56
6327,3,0,kompor,8,0,56
6327,3,1,pendingin,10,0.5,56
6327,3,2,hemat,10,0.5,56
6328,3,0,pendingin,0,0,77
6328,3,1,kompor,5,0.5,77
6328,3,2,hemat,5,0.5,77
6329,3,0,rakus,0,0,59
6329,3,1,hemat,5,0,59
6329,3,2,pendingin,14,1,59
6330,3,0,kompor,10,0,56
6330,3,1,rakus,14,1,56
6330,3,2,perisai,0,0,56
6331,3,0,kompor,5,0,59
6331,3,1,pendingin,19,1,59
6331,3,2,perisai,0,0,59
6332,3,0,kompor,0,0,69
6332,3,1,perisai,10,0,69
6332,3,2,hemat,15,1,69
